id,Longitude,Latitude,Altitude,VelocityX,VelocityY,VelocityZ,Wifi1,Wifi2,Wifi3,Wifi4,Wifi5,Wifi6,Wifi7,Wifi8,DroneHeading,Battery,Voltage,Current,Date,Method,VelocitySolid
26409,151.226734852435,-33.9309950273485,10,0.0,0.0,0.0,0,0,0,0,0,0,0,0,103.0,0,0,0,"2016-11-17 11:56:40.607","speed 10 -1",10
26410,151.226734852435,-33.9309950273485,10,0.0,0.0,0.0,0,0,0,0,0,0,0,0,103.0,0,0,0,"2016-11-17 11:56:40.690","speed 10 -1",10
26411,151.226734940419,-33.9309951920643,10,0.0,0.0,0.0,0,0,0,0,0,0,0,0,103.1,0,0,0,"2016-11-17 11:56:40.790","speed 10 -1",10
26412,151.226734935302,-33.9309951644007,10,0.0,0.0,0.0,0,0,0,0,0,0,0,0,103.1,0,0,0,"2016-11-17 11:56:40.890","speed 10 -1",10
26413,151.226734943586,-33.9309953000201,10,0.0,0.0,0.0,0,0,0,0,0,0,0,0,103.1,92,15834,-9145,"2016-11-17 11:56:40.991","speed 10 -1",10
26414,151.226734944394,-33.9309952714214,10,0.0,0.0,0.0,0,0,0,0,0,0,0,0,103.2,92,15834,-9145,"2016-11-17 11:56:41.091","speed 10 -1",10
26415,151.226734947824,-33.9309952396918,10,0.0,0.0,0.0,-94,-102,-102,-100,-96,-101,-102,-108,103.2,92,15834,-9145,"2016-11-17 11:56:41.193","speed 10 -1",10
26416,151.226734970758,-33.9309953287307,10,0.0,0.0,0.0,-94,-102,-102,-100,-96,-101,-102,-108,103.3,92,15834,-9145,"2016-11-17 11:56:41.299","speed 10 -1",10
26417,151.226734970758,-33.9309953287307,10,0.0,0.0,0.0,-94,-102,-102,-100,-96,-101,-102,-108,103.3,92,15834,-9145,"2016-11-17 11:56:41.391","speed 10 -1",10
26418,151.226734985094,-33.9309952851722,10.1000003814697,0.0,0.0,0.0,-94,-102,-102,-100,-96,-101,-102,-108,103.3,92,15834,-9145,"2016-11-17 11:56:41.492","speed 10 -1",10
26419,151.226735092576,-33.9309953405507,10,0.0,0.0,0.0,-94,-102,-102,-100,-96,-101,-102,-108,103.2,92,15834,-9145,"2016-11-17 11:56:41.592","speed 10 -1",10
26420,151.226735120855,-33.9309953623195,10,0.0,0.0,0.0,-94,-102,-102,-100,-96,-101,-102,-108,103.2,92,15834,-9145,"2016-11-17 11:56:41.693","speed 10 -1",10
